NUM
8
12
16
23
25
41
17
23
28
33
35
47
11
14
16
42
47
48
13
18
22
31
44
49
6
9
19
34
47
49
2
13
16
17
18
43
13
27
32
33
43
49
3
6
27
29
30
40
14
18
19
24
30
44
5
3
21
27
28
32
11
16
18
35
38
49
6
19
33
34
36
49
7
18
23
31
35
37
8
17
29
31
34
37
5
20
28
30
33
49
15
19
31
33
40
42
1
7
24
33
45
48
1
3
5
12
37
44
1
5
10
20
32
39
11
14
15
16
44
47
1
7
19
23
28
32
8
13
24
35
39
45
2
3
11
13
44
45
17
22
25
26
46
49
5
10
12
28
31
32
15
32
41
43
44
48
6
13
21
35
36
45
1
2
17
34
43
44
10
17
19
25
33
46
7
10
22
24
33
39
4
10
15
26
45
49
1
6
18
29
36
42
8
10
16
21
26
42
3
5
12
26
29
47
12
18
21
46
47
48
3
5
15
25
37
45
3
5
8
21
39
45
13
23
25
28
37
44
8
10
12
31
44
49
6
12
15
30
45
47
9
18
21
22
36
41
8
9
16
31
40
45
1
7
9
17
34
35
13
21
23
38
41
46
4
8
11
20
26
27
11
20
28
35
40
44
15
16
18
19
21
39
8
10
16
32
42
47
18
24
27
31
38
40
12
22
24
25
34
48
24
31
37
41
45
49
13
19
22
36
40
43
3
5
22
38
45
46
4
9
18
31
34
38
7
9
21
35
38
41
6
7
9
22
24
40
1
9
19
25
28
34
6
8
39
42
47
49
2
6
29
34
41
47
9
21
24
30
39
46
16
17
32
33
45
46
